generating boards
board:
/------\
|      |
|      |
|      |
|      |
|      |
J   RR Y
\---J--/

2cars: 1, 3cars: 4
partition ids: 6+0
generating winners... 
added idhash 879557497, partitions count: 1
added idhash 879458929, partitions count: 2
added idhash 879456265, partitions count: 3
added idhash 879456191, partitions count: 4
added idhash 875811913, partitions count: 5
added idhash 875809249, partitions count: 6
added idhash 875809175, partitions count: 7
added idhash 875710681, partitions count: 8
added idhash 875710607, partitions count: 9
added idhash 875707943, partitions count: 10
added idhash 875707869, partitions count: 11
added idhash 740872321, partitions count: 12
added idhash 740869657, partitions count: 13
added idhash 740869583, partitions count: 14
added idhash 740771089, partitions count: 15
added idhash 740771015, partitions count: 16
added idhash 740768351, partitions count: 17
added idhash 740768277, partitions count: 18
added idhash 737124073, partitions count: 19
added idhash 737123999, partitions count: 20
added idhash 737121335, partitions count: 21
added idhash 737121261, partitions count: 22
added idhash 737022767, partitions count: 23
added idhash 737022693, partitions count: 24
added idhash 737020029, partitions count: 25
added idhash 737019955, partitions count: 26
added idhash 673402525, partitions count: 27
added idhash 673399861, partitions count: 28
added idhash 673399787, partitions count: 29
added idhash 673301293, partitions count: 30
added idhash 673301219, partitions count: 31
added idhash 673298555, partitions count: 32
added idhash 673298481, partitions count: 33
added idhash 669654277, partitions count: 34
added idhash 669654203, partitions count: 35
added idhash 669651539, partitions count: 36
added idhash 669651465, partitions count: 37
added idhash 669552971, partitions count: 38
added idhash 669550233, partitions count: 39
added idhash 669550159, partitions count: 40
added idhash 669552897, partitions count: 41
added idhash 667830769, partitions count: 42
added idhash 667830695, partitions count: 43
added idhash 667828031, partitions count: 44
added idhash 667827957, partitions count: 45
added idhash 667729463, partitions count: 46
added idhash 667726651, partitions count: 47
added idhash 667729389, partitions count: 48
added idhash 667726725, partitions count: 49
added idhash 810216278, partitions count: 50
added idhash 810213614, partitions count: 51
added idhash 810213540, partitions count: 52
added idhash 810115046, partitions count: 53
added idhash 810114972, partitions count: 54
added idhash 810112308, partitions count: 55
added idhash 810112234, partitions count: 56
added idhash 806468030, partitions count: 57
added idhash 806467956, partitions count: 58
added idhash 806465292, partitions count: 59
added idhash 806465218, partitions count: 60
added idhash 806366724, partitions count: 61
added idhash 806366650, partitions count: 62
added idhash 806363986, partitions count: 63
added idhash 806363912, partitions count: 64
added idhash 671528438, partitions count: 65
added idhash 671528364, partitions count: 66
added idhash 671525700, partitions count: 67
added idhash 671525626, partitions count: 68
added idhash 671427132, partitions count: 69
added idhash 671427058, partitions count: 70
added idhash 671424394, partitions count: 71
added idhash 671424320, partitions count: 72
added idhash 667780116, partitions count: 73
added idhash 667780042, partitions count: 74
added idhash 667777378, partitions count: 75
added idhash 667777304, partitions count: 76
added idhash 667678810, partitions count: 77
added idhash 667678736, partitions count: 78
added idhash 667676072, partitions count: 79
added idhash 667675998, partitions count: 80
max total memory: 111MB
added idhash 812087701, partitions count: 81
added idhash 811989133, partitions count: 82
added idhash 811986469, partitions count: 83
added idhash 811986395, partitions count: 84
added idhash 808342117, partitions count: 85
added idhash 808339453, partitions count: 86
added idhash 808339379, partitions count: 87
added idhash 808240885, partitions count: 88
added idhash 808240811, partitions count: 89
added idhash 808238147, partitions count: 90
added idhash 808238073, partitions count: 91
added idhash 806518609, partitions count: 92
added idhash 806515945, partitions count: 93
added idhash 806515871, partitions count: 94
added idhash 806417377, partitions count: 95
added idhash 806417303, partitions count: 96
added idhash 806414639, partitions count: 97
added idhash 806414565, partitions count: 98
added idhash 806368093, partitions count: 99
added idhash 810264193, partitions count: 100
added idhash 810165625, partitions count: 101
added idhash 810162961, partitions count: 102
added idhash 810162887, partitions count: 103
added idhash 810116341, partitions count: 104
added idhash 810113677, partitions count: 105
added idhash 810214909, partitions count: 106
added idhash 810213577, partitions count: 107
added idhash 810113603, partitions count: 108
added idhash 810112345, partitions count: 109
added idhash 810112271, partitions count: 110
added idhash 810115009, partitions count: 111
added idhash 806469325, partitions count: 112
added idhash 806466661, partitions count: 113
added idhash 806466587, partitions count: 114
added idhash 806465255, partitions count: 115
added idhash 806467993, partitions count: 116
added idhash 806465329, partitions count: 117
added idhash 806368019, partitions count: 118
added idhash 806365355, partitions count: 119
added idhash 806364023, partitions count: 120
added idhash 806366761, partitions count: 121
added idhash 806366687, partitions count: 122
added idhash 806365281, partitions count: 123
added idhash 806363949, partitions count: 124
max total memory: 157MB
added idhash 671579017, partitions count: 125
added idhash 671576353, partitions count: 126
added idhash 671576279, partitions count: 127
added idhash 671477785, partitions count: 128
added idhash 671477711, partitions count: 129
added idhash 671475047, partitions count: 130
added idhash 671474973, partitions count: 131
added idhash 671428501, partitions count: 132
added idhash 671529733, partitions count: 133
added idhash 671527069, partitions count: 134
added idhash 671526995, partitions count: 135
added idhash 671525663, partitions count: 136
added idhash 671528401, partitions count: 137
added idhash 671525737, partitions count: 138
added idhash 671425763, partitions count: 139
added idhash 671424431, partitions count: 140
added idhash 671428427, partitions count: 141
added idhash 671427169, partitions count: 142
added idhash 671427095, partitions count: 143
added idhash 671425689, partitions count: 144
added idhash 671424357, partitions count: 145
added idhash 667781485, partitions count: 146
added idhash 667778747, partitions count: 147
added idhash 667781411, partitions count: 148
added idhash 667780079, partitions count: 149
added idhash 667780153, partitions count: 150
added idhash 667777415, partitions count: 151
added idhash 667778673, partitions count: 152
added idhash 667777341, partitions count: 153
added idhash 667680179, partitions count: 154
added idhash 667678847, partitions count: 155
added idhash 667680105, partitions count: 156
added idhash 667677441, partitions count: 157
added idhash 667676109, partitions count: 158
added idhash 667678773, partitions count: 159
added idhash 667677367, partitions count: 160
added idhash 667676035, partitions count: 161
done
161 partitions, 595079 winners, with avg. 3696 winners / partition

generating partition #0
idhash 671528438, starting with 2496 winners (0%)... ..................reached fixpoint... hardest is 18 moves, total 12121 boards, candidate 0 boards, time: 0s
generating partition #1
idhash 671529733, starting with 310 winners (0%)... ................reached fixpoint... hardest is 16 moves, total 1741 boards, candidate 0 boards, time: 0s
generating partition #2
idhash 669654277, starting with 1720 winners (0%)... .................reached fixpoint... hardest is 17 moves, total 8873 boards, candidate 0 boards, time: 0s
generating partition #3
idhash 667677441, starting with 4971 winners (0%)... ...................reached fixpoint... hardest is 19 moves, total 25727 boards, candidate 0 boards, time: 0s
generating partition #4
idhash 806363986, starting with 20765 winners (3%)... ..................reached fixpoint... hardest is 18 moves, total 111331 boards, candidate 0 boards, time: 0s
generating partition #5
idhash 879458929, starting with 656 winners (0%)... ............reached fixpoint... hardest is 12 moves, total 4032 boards, candidate 0 boards, time: 0s
generating partition #6
idhash 667729463, starting with 2612 winners (0%)... .................................reached fixpoint... hardest is 33 moves, total 13296 boards, candidate 233 boards, time: 0s
generating partition #7
idhash 737020029, starting with 6577 winners (1%)... ..................reached fixpoint... hardest is 18 moves, total 36656 boards, candidate 0 boards, time: 0s
max total memory: 248MB
generating partition #8
idhash 671576353, starting with 312 winners (0%)... ..................reached fixpoint... hardest is 18 moves, total 1486 boards, candidate 0 boards, time: 0s
generating partition #9
idhash 737022693, starting with 2735 winners (0%)... .........................reached fixpoint... hardest is 25 moves, total 15376 boards, candidate 118 boards, time: 0s
generating partition #10
idhash 671475047, starting with 2270 winners (0%)... .................................reached fixpoint... hardest is 33 moves, total 11052 boards, candidate 178 boards, time: 0s
generating partition #11
idhash 806466587, starting with 2279 winners (0%)... ..............................reached fixpoint... hardest is 30 moves, total 13373 boards, candidate 79 boards, time: 0s
generating partition #12
idhash 671477785, starting with 1768 winners (0%)... .................reached fixpoint... hardest is 17 moves, total 8948 boards, candidate 0 boards, time: 0s
generating partition #13
idhash 673301293, starting with 404 winners (0%)... ..............reached fixpoint... hardest is 14 moves, total 2072 boards, candidate 0 boards, time: 0s
generating partition #14
idhash 737121261, starting with 2054 winners (0%)... ...........................reached fixpoint... hardest is 27 moves, total 13743 boards, candidate 349 boards, time: 0s
generating partition #15
idhash 667781411, starting with 257 winners (0%)... ..............reached fixpoint... hardest is 14 moves, total 958 boards, candidate 0 boards, time: 0s
generating partition #16
idhash 667778747, starting with 2044 winners (0%)... ................reached fixpoint... hardest is 16 moves, total 8461 boards, candidate 0 boards, time: 0s
generating partition #17
idhash 810112271, starting with 4257 winners (0%)... ..............reached fixpoint... hardest is 14 moves, total 25695 boards, candidate 0 boards, time: 0s
generating partition #18
